SKU ID ,Date,Volume
429008922,4/26/2021,3459
427566530,4/26/2021,2052
426997339,4/26/2021,2612
427488356,4/26/2021,87
426673635,4/26/2021,1262
M4641000264,4/26/2021,694
426140779,4/26/2021,4533
429325961,4/26/2021,13535
430011510,4/26/2021,1566
430121633,4/26/2021,2687
430266156,4/26/2021,200
429368230,4/27/2021,1895
429008664,4/27/2021,2385
425963447,4/27/2021,1360
426673635,4/27/2021,4534
429325058,4/27/2021,3372
M4641000264,4/27/2021,777
426997339,4/27/2021,5349
430011510,4/27/2021,1600
429325961,4/27/2021,11100
430121633,4/27/2021,2668
430266156,4/27/2021,190
429008578,4/28/2021,1363
427565068,4/28/2021,1959
428121144,4/28/2021,2234
426300051,4/28/2021,14
M4641000264,4/28/2021,1491
426997339,4/28/2021,2373
429008664,4/28/2021,3014
429325961,4/28/2021,7823
426673635,4/28/2021,1808
430121633,4/28/2021,2868
430266156,4/28/2021,205
429849314,4/28/2021,1618
429329444,4/29/2021,1926
429453456,4/29/2021,675
428104933,4/29/2021,1670
M4641000264,4/29/2021,742
429008578,4/29/2021,1818
429325961,4/29/2021,5724
426300051,4/29/2021,33
426673635,4/29/2021,842
427001682,4/29/2021,3809
430121633,4/29/2021,4308
430266156,4/29/2021,224
429849314,4/29/2021,1092
427001682,4/30/2021,3564
428104933,4/30/2021,1166
M4641000264,4/30/2021,168
426997339,4/30/2021,2635
429182900,4/30/2021,1467
429325961,4/30/2021,2825
426300051,4/30/2021,45
429008578,4/30/2021,423
430121633,4/30/2021,4829
430266156,4/30/2021,127
429901258,4/30/2021,1608
M4642600264,4/26/2021,109
M4641100264,4/26/2021,298
M4641100264,4/27/2021,1368
M4642600264,4/27/2021,1652
M4641100264,4/28/2021,2074
M4642600264,4/28/2021,918
M4641100264,4/29/2021,2024
M4641100264,4/30/2021,1122
429444125,5/3/2021,790
426569231,5/3/2021,801
426997339,5/3/2021,2638
427566530,5/3/2021,1955
429008578,5/3/2021,583
427565068,5/3/2021,1945
425721658,5/3/2021,217
M4641000264,5/3/2021,1473
430011510,5/3/2021,8103
426300051,5/3/2021,47
427488356,5/3/2021,86
430266156,5/3/2021,182
429522127,5/3/2021,666
429812592,5/4/2021,2701
429997105,5/4/2021,1601
429444125,5/4/2021,672
426300051,5/4/2021,49
M4641000264,5/4/2021,738
426997339,5/4/2021,2661
430011510,5/4/2021,5994
426569231,5/4/2021,905
430266156,5/4/2021,201
429522127,5/4/2021,3685
426673119,5/5/2021,3708
426300051,5/5/2021,53
M4641000264,5/5/2021,764
426997339,5/5/2021,2583
430011510,5/5/2021,5069
429812592,5/5/2021,2965
429997105,5/5/2021,1534
426569231,5/5/2021,958
429444125,5/5/2021,303
430266156,5/5/2021,300
429522127,5/5/2021,2049
426673635,5/6/2021,2816
429754026,5/6/2021,845
426140779,5/6/2021,1854
425721658,5/6/2021,224
426300051,5/6/2021,32
M4641000264,5/6/2021,737
426997339,5/6/2021,5233
429812592,5/6/2021,3012
430266156,5/6/2021,310
429522127,5/6/2021,2774
425721658,5/7/2021,279
426300051,5/7/2021,30
430011510,5/7/2021,1555
429812592,5/7/2021,3106
426140779,5/7/2021,2485
429754026,5/7/2021,1995
M4641000264,5/7/2021,1242
426997339,5/7/2021,4478
429008578,5/7/2021,1203
430266156,5/7/2021,62
429522127,5/7/2021,2628
M4642600264,4/16/2021,824
M4642600264,4/16/2021,744
M4642600264,4/16/2021,1054
M4642600264,4/16/2021,1318
M4642600264,4/16/2021,1684
429849314,5/10/2021,1650
429754026,5/10/2021,914
429997105,5/10/2021,3337
426300051,5/10/2021,47
425721658,5/10/2021,266
426673635,5/10/2021,3536
426140779,5/10/2021,2204
M4641000264,5/10/2021,744
429812592,5/10/2021,1239
429522127,5/10/2021,1712
430266156,5/10/2021,188
429902978,5/10/2021,3590
428121144,5/11/2021,2655
429008922,5/11/2021,964
425721658,5/11/2021,233
426300051,5/11/2021,46
M4641000264,5/11/2021,761
429849314,5/11/2021,3378
429997105,5/11/2021,3193
426140779,5/11/2021,5272
429008664,5/11/2021,3382
429754026,5/11/2021,987
430266156,5/11/2021,95
429522127,5/11/2021,1865
429902978,5/11/2021,2348
429922543,5/12/2021,1260
425721658,5/12/2021,59
426300051,5/12/2021,49
428121144,5/12/2021,1714
M4641000264,5/12/2021,1508
429849314,5/12/2021,2567
429997105,5/12/2021,4504
426140779,5/12/2021,4933
426673635,5/12/2021,3527
430266156,5/12/2021,102
429522127,5/12/2021,672
429901946,5/12/2021,2781
429902978,5/12/2021,3558
430244355,5/13/2021,3247
427001682,5/13/2021,11224
426300051,5/13/2021,48
M4641000264,5/13/2021,675
429922543,5/13/2021,839
429997105,5/13/2021,5154
429008922,5/13/2021,2457
426140779,5/13/2021,2468
426673635,5/13/2021,1376
425721658,5/13/2021,162
430266156,5/13/2021,182
429522127,5/13/2021,682
429902978,5/13/2021,2351
429901946,5/13/2021,2877
427566530,5/14/2021,3991
427073148,5/14/2021,90
425963447,5/14/2021,3447
426300051,5/14/2021,15
M4641000264,5/14/2021,200
427001682,5/14/2021,2576
429922543,5/14/2021,1386
429997105,5/14/2021,4331
430244355,5/14/2021,565
429522127,5/14/2021,697
430266156,5/14/2021,282
429902978,5/14/2021,1135
M4642600264,5/10/2021,737
M4642600264,5/12/2021,1211
M4642600264,5/13/2021,509
M4642600264,5/14/2021,1417
429807948,5/17/2021,1855
429805196,5/17/2021,4224
429808034,5/17/2021,2641
430284603,5/17/2021,4084
429996761,5/17/2021,3581
430197657,5/17/2021,1616
429945978,5/17/2021,4098
429456165,5/17/2021,938
430266156,5/17/2021,108
430169492,5/17/2021,1436
429807948,5/18/2021,2506
429805196,5/18/2021,2246
429808034,5/18/2021,3776
430284603,5/18/2021,2160
429945978,5/18/2021,3847
430197657,5/18/2021,5448
429996761,5/18/2021,2199
430262028,5/18/2021,4192
429456165,5/18/2021,1891
430266156,5/18/2021,100
430169492,5/18/2021,1617
429807948,5/19/2021,3640
429808034,5/19/2021,333
430284603,5/19/2021,4259
429808206,5/19/2021,1258
429901946,5/19/2021,1590
429945978,5/19/2021,5090
430197657,5/19/2021,3772
429996761,5/19/2021,2182
430262028,5/19/2021,4069
429456165,5/19/2021,2284
430266156,5/19/2021,110
430169492,5/19/2021,776
429807948,5/20/2021,2432
430284603,5/20/2021,1971
429945978,5/20/2021,6830
429996761,5/20/2021,3452
429808206,5/20/2021,1200
429901946,5/20/2021,4573
430197657,5/20/2021,1737
430262028,5/20/2021,3461
429456165,5/20/2021,2284
430266156,5/20/2021,113
430169492,5/20/2021,2302
429807948,5/21/2021,3055
430284603,5/21/2021,2467
429903064,5/21/2021,1524
427067429,5/21/2021,1305
429945978,5/21/2021,3730
429996761,5/21/2021,881
429808206,5/21/2021,2069
429901946,5/21/2021,2291
430262028,5/21/2021,2892
429456165,5/21/2021,2035
430266156,5/21/2021,9
430169492,5/21/2021,2029
M4642600264,5/17/2021,1154
M4642600264,5/21/2021,103
429945978,5/24/2021,4199
429901946,5/24/2021,3937
430197657,5/24/2021,2781
429008922,5/24/2021,3072
426300051,5/24/2021,42
427159191,5/24/2021,40
425963447,5/24/2021,1700
M4641000264,5/24/2021,1487
429456165,5/24/2021,1124
430169492,5/24/2021,3064
430273509,5/24/2021,946
430266156,5/24/2021,97
429808206,5/25/2021,2067
430256868,5/25/2021,41
426997339,5/25/2021,818
426300051,5/25/2021,41
M4641000264,5/25/2021,876
427159191,5/25/2021,263
430197657,5/25/2021,5363
429901946,5/25/2021,2942
429008922,5/25/2021,323
430169492,5/25/2021,2072
430266156,5/25/2021,100
430273509,5/25/2021,929
429994611,5/26/2021,1151
427488356,5/26/2021,80
426300051,5/26/2021,32
M4641000264,5/26/2021,2931
427159191,5/26/2021,276
429808206,5/26/2021,1190
430197657,5/26/2021,3968
426997339,5/26/2021,7299
429901946,5/26/2021,1564
430169492,5/26/2021,2369
430273509,5/26/2021,625
430266156,5/26/2021,100
429808034,5/27/2021,3618
429329444,5/27/2021,3414
428121144,5/27/2021,1622
426140779,5/27/2021,5306
426300051,5/27/2021,44
M4641000264,5/27/2021,2163
427159191,5/27/2021,259
429945978,5/27/2021,5864
430169492,5/27/2021,1458
430266156,5/27/2021,97
429105500,5/28/2021,707
427001682,5/28/2021,4818
425721658,5/28/2021,369
428121144,5/28/2021,2718
M4641000264,5/28/2021,2218
427159191,5/28/2021,274
429808034,5/28/2021,882
429945978,5/28/2021,7510
429329444,5/28/2021,3983
426140779,5/28/2021,3181
428919568,5/28/2021,643
430169492,5/28/2021,337
M4642600264,5/24/2021,736
M4642600264,5/25/2021,1208
M4642600264,5/26/2021,667
M4642600264,5/27/2021,980
M4642600264,5/28/2021,2777
430262028,5/31/2021,655
430303480,5/31/2021,1033
430197657,5/31/2021,1996
429812592,5/31/2021,177
427488356,5/31/2021,35
M4641000264,5/31/2021,369
430274412,6/1/2021,902
430262028,6/1/2021,910
430303480,6/1/2021,1063
430244355,6/1/2021,960
429929079,6/1/2021,2910
429407145,6/1/2021,45
429849314,6/1/2021,3004
429105500,6/1/2021,416
429587057,6/1/2021,310
427159191,6/1/2021,88
M4641000264,6/1/2021,2223
430197657,6/1/2021,2898
427488356,6/1/2021,5
430262028,6/2/2021,1311
430274412,6/2/2021,576
428314214,6/2/2021,1911
430303480,6/2/2021,1118
429847594,6/2/2021,1410
430006479,6/2/2021,157
429325058,6/2/2021,2417
426300051,6/2/2021,15
M4641000264,6/2/2021,1173
429929079,6/2/2021,2340
429812592,6/2/2021,1398
430197657,6/2/2021,1950
427159191,6/2/2021,127
429849314,6/2/2021,4713
429407145,6/2/2021,111
430244355,6/2/2021,5029
429587057,6/2/2021,413
430274412,6/3/2021,1682
428314214,6/3/2021,2226
430303480,6/3/2021,2102
429440599,6/3/2021,157
429994611,6/3/2021,976
425963447,6/3/2021,895
426140779,6/3/2021,2286
430006479,6/3/2021,270
M4641000264,6/3/2021,1490
429812592,6/3/2021,2895
427159191,6/3/2021,143
429849314,6/3/2021,725
429587057,6/3/2021,432
429847594,6/3/2021,2468
430274412,6/4/2021,2578
428314214,6/4/2021,2219
430303480,6/4/2021,1932
429996761,6/4/2021,2785
429008664,6/4/2021,1179
426997339,6/4/2021,4961
430006479,6/4/2021,275
426300051,6/4/2021,15
M4641000264,6/4/2021,739
429440599,6/4/2021,229
425963447,6/4/2021,2778
429812592,6/4/2021,712
M4642600264,6/1/2021,1038
M4642600264,6/2/2021,738
M4642600264,6/3/2021,738
429901258,6/7/2021,2515
429444125,6/7/2021,731
429440599,6/7/2021,183
429510732,6/7/2021,424
429812592,6/7/2021,4420
429325058,6/7/2021,2953
426300051,6/7/2021,47
429997105,6/7/2021,3350
M4641000264,6/7/2021,1559
430303480,6/7/2021,982
430274412,6/7/2021,1262
426997339,6/7/2021,5663
429008664,6/7/2021,5096
428314214,6/7/2021,1234
429167721,6/8/2021,285
425721658,6/8/2021,363
429444125,6/8/2021,1370
426300051,6/8/2021,46
429510732,6/8/2021,823
429325058,6/8/2021,2734
M4641000264,6/8/2021,1479
429997105,6/8/2021,3503
429812592,6/8/2021,1018
429440599,6/8/2021,126
429901258,6/8/2021,2707
430299008,6/8/2021,760
430274412,6/8/2021,1038
426140779,6/8/2021,1400
429008664,6/8/2021,5855
428314214,6/8/2021,1475
429887541,6/9/2021,2980
427001682,6/9/2021,3158
426673119,6/9/2021,3693
429167721,6/9/2021,275
426300051,6/9/2021,30
429510732,6/9/2021,657
429325058,6/9/2021,2914
M4641000264,6/9/2021,741
429997105,6/9/2021,3465
427488356,6/9/2021,80
429440599,6/9/2021,128
429901258,6/9/2021,1215
429444125,6/9/2021,599
430303480,6/9/2021,2822
430299008,6/9/2021,2260
429008578,6/9/2021,1058
429008664,6/9/2021,866
428314214,6/9/2021,1472
429368230,6/10/2021,2072
430195206,6/10/2021,511
429182900,6/10/2021,2020
426673635,6/10/2021,2844
429167721,6/10/2021,545
M4641000264,6/10/2021,2903
427001682,6/10/2021,2992
429997105,6/10/2021,4931
427488356,6/10/2021,125
429440599,6/10/2021,73
429901258,6/10/2021,2116
430332892,6/10/2021,671
430303480,6/10/2021,2986
430299008,6/10/2021,1365
429008578,6/10/2021,2632
428314214,6/10/2021,1544
427565068,6/11/2021,3069
429167721,6/11/2021,276
429368230,6/11/2021,3056
430195206,6/11/2021,2032
M4641000264,6/11/2021,1518
429182900,6/11/2021,4940
429997105,6/11/2021,4862
429440599,6/11/2021,114
429901258,6/11/2021,2436
427001682,6/11/2021,3645
427488356,6/11/2021,35
430332892,6/11/2021,1340
430303480,6/11/2021,3072
429008578,6/11/2021,5184
428314214,6/11/2021,2181
429453456,6/12/2021,696
424231364,6/12/2021,656
430195206,6/12/2021,851
427565068,6/12/2021,4741
429182900,6/12/2021,6342
429440599,6/12/2021,9
429997105,6/12/2021,3333
429167721,6/12/2021,40
427001682,6/12/2021,3438
429901258,6/12/2021,110
429368230,6/12/2021,2434
430195206,6/12/2021,1479
430332892,6/12/2021,1168
430303480,6/12/2021,400
429008578,6/12/2021,2404
428314214,6/12/2021,1414
M4642600264,6/7/2021,566
M4642600264,6/8/2021,737
M4642600264,6/9/2021,606
427001682,6/14/2021,3801
426569231,6/14/2021,2707
430332892,6/14/2021,2391
429849314,6/14/2021,4673
430195206,6/14/2021,1828
430198001,6/14/2021,248
429754026,6/14/2021,1915
429008922,6/14/2021,3957
429453456,6/14/2021,675
429008578,6/14/2021,3428
429901258,6/14/2021,1205
427488356,6/14/2021,40
427566530,6/14/2021,2831
428121144,6/14/2021,2217
M4641000264,6/14/2021,2248
430195206,6/14/2021,654
427001682,6/15/2021,3101
426569231,6/15/2021,2559
430332892,6/15/2021,2520
429444125,6/15/2021,1179
426997339,6/15/2021,1359
430198001,6/15/2021,162
427566530,6/15/2021,6592
430195206,6/15/2021,324
M4641000264,6/15/2021,2244
429008922,6/15/2021,3628
429754026,6/15/2021,2857
429849314,6/15/2021,4820
429901258,6/15/2021,5551
430195206,6/15/2021,1326
427067429,6/16/2021,1433
430141800,6/16/2021,3274
429325961,6/16/2021,4354
430332892,6/16/2021,3971
429456165,6/16/2021,1819
430198001,6/16/2021,82
427566530,6/16/2021,2253
M4641000264,6/16/2021,2202
426997339,6/16/2021,2810
429008922,6/16/2021,3945
429754026,6/16/2021,1661
429849314,6/16/2021,3190
429901258,6/16/2021,3716
430195206,6/16/2021,2231
429444125,6/16/2021,100
427067429,6/17/2021,1099
430141800,6/17/2021,5382
430299008,6/17/2021,1343
430332892,6/17/2021,3234
429008664,6/17/2021,1260
426300051,6/17/2021,30
425963447,6/17/2021,1277
429847594,6/17/2021,1264
430198001,6/17/2021,150
M4641000264,6/17/2021,2886
429456165,6/17/2021,2222
429008922,6/17/2021,3974
429849314,6/17/2021,3208
429901258,6/17/2021,3657
430141800,6/18/2021,3159
430332892,6/18/2021,1297
430299008,6/18/2021,1190
429903064,6/18/2021,4626
429368230,6/18/2021,3829
430198001,6/18/2021,62
426300051,6/18/2021,15
428121144,6/18/2021,2314
M4641000264,6/18/2021,3585
429456165,6/18/2021,1751
429008664,6/18/2021,3226
425963447,6/18/2021,882
429901258,6/18/2021,3373
429849314,6/18/2021,1543
429902978,6/18/2021,1083
M4642600264,6/14/2021,738
M4642600264,6/15/2021,736
M4642600264,6/16/2021,526
M4642600264,6/18/2021,1534
425963447,6/21/2021,3628
426997339,6/21/2021,1821
429849314,6/21/2021,4545
430195206,6/21/2021,1683
430256180,6/21/2021,107
429456165,6/21/2021,2162
429922543,6/21/2021,1193
429902978,6/21/2021,3494
429008664,6/21/2021,1694
429368230,6/21/2021,3149
429587057,6/21/2021,449
428121144,6/21/2021,2279
429329444,6/21/2021,1883
427565068,6/21/2021,3346
429008922,6/21/2021,3582
M4641000264,6/21/2021,2819
430299008,6/21/2021,92
430219243,6/22/2021,2702
430145928,6/22/2021,1438
427488356,6/22/2021,79
429325058,6/22/2021,5938
427566530,6/22/2021,6996
429587057,6/22/2021,1153
427565068,6/22/2021,966
430195206,6/22/2021,942
M4641000264,6/22/2021,3028
429456165,6/22/2021,2316
429902978,6/22/2021,1503
429922543,6/22/2021,2054
429849314,6/22/2021,4694
426997339,6/22/2021,6389
429008922,6/22/2021,6087
429812592,6/23/2021,4489
429444125,6/23/2021,1298
426140779,6/23/2021,5856
429008578,6/23/2021,2913
429587057,6/23/2021,1133
430195206,6/23/2021,832
429325058,6/23/2021,5824
M4641000264,6/23/2021,3442
429456165,6/23/2021,2278
430219243,6/23/2021,2755
429849314,6/23/2021,4661
430145928,6/23/2021,770
429008922,6/23/2021,7018
427488356,6/23/2021,43
427001682,6/24/2021,3907
430197958,6/24/2021,1588
429994611,6/24/2021,2929
430256868,6/24/2021,51
429808034,6/24/2021,1424
429325961,6/24/2021,3477
429587057,6/24/2021,571
430195206,6/24/2021,939
429325058,6/24/2021,5575
M4641000264,6/24/2021,3784
429456165,6/24/2021,1472
429994611,6/24/2021,1604
429812592,6/24/2021,960
429849314,6/24/2021,3118
426140779,6/24/2021,3846
429008922,6/24/2021,3574
429167721,6/25/2021,263
428919568,6/25/2021,700
429453456,6/25/2021,665
430195206,6/25/2021,1107
430197958,6/25/2021,2593
429325058,6/25/2021,2950
M4641000264,6/25/2021,1481
429456165,6/25/2021,1009
429994611,6/25/2021,3135
429808034,6/25/2021,5413
427001682,6/25/2021,10083
429325961,6/25/2021,4954
430256868,6/25/2021,74
429008578,6/25/2021,4909
M4642600264,6/21/2021,1001
M4642600264,6/23/2021,535
M4642600264,6/23/2021,150
M4642600264,6/24/2021,1868
M4642600264,6/25/2021,1058
429929079,6/28/2021,1305
429994611,6/28/2021,3094
429807948,6/28/2021,2489
428314214,6/28/2021,1521
429008578,6/28/2021,5250
428919568,6/28/2021,709
429808034,6/28/2021,2469
427565068,6/28/2021,1952
426140779,6/28/2021,1071
429368230,6/28/2021,3265
426673119,6/28/2021,3608
430212535,6/28/2021,391
429325058,6/28/2021,4465
M4641000264,6/28/2021,2927
429474999,6/28/2021,2602
427001682,6/28/2021,6870
429325961,6/28/2021,4505
427566530,6/28/2021,1781
429545046,6/29/2021,917
430256868,6/29/2021,43
426673635,6/29/2021,5519
428170035,6/29/2021,923
429008922,6/29/2021,4097
429901946,6/29/2021,2647
430244355,6/29/2021,238
430212535,6/29/2021,254
M4641000264,6/29/2021,3202
428314214,6/29/2021,2151
429994611,6/29/2021,4035
429474999,6/29/2021,783
429807948,6/29/2021,3977
426140779,6/29/2021,3201
429929079,6/29/2021,3931
429411488,6/29/2021,1630
427566530,6/29/2021,183
429587057,6/30/2021,557
426997339,6/30/2021,4889
427488356,6/30/2021,82
429887541,6/30/2021,1894
430212535,6/30/2021,278
429545046,6/30/2021,1197
M4641000264,6/30/2021,3622
428314214,6/30/2021,2229
429994611,6/30/2021,3232
429008922,6/30/2021,2697
430256868,6/30/2021,140
429807948,6/30/2021,590
429901946,6/30/2021,4553
429929079,6/30/2021,2672
425721658,6/30/2021,438
428170035,6/30/2021,358
430244355,6/30/2021,1112
429996761,7/1/2021,2232
430219243,7/1/2021,3641
429808206,7/1/2021,1119
430212535,7/1/2021,273
426300051,7/1/2021,15
429587057,7/1/2021,80
M4641000264,7/1/2021,2724
428314214,7/1/2021,2251
429994611,7/1/2021,4277
429808034,7/1/2021,3308
430256868,7/1/2021,145
426997339,7/1/2021,3326
429901946,7/1/2021,4126
427565068,7/1/2021,3842
425721658,7/1/2021,430
428104933,7/1/2021,1411
430256180,7/2/2021,109
426300051,7/2/2021,31
M4641000264,7/2/2021,3059
428314214,7/2/2021,1373
429808034,7/2/2021,973
429996761,7/2/2021,2745
429808206,7/2/2021,3803
430219243,7/2/2021,1599
429901946,7/2/2021,4736
430212535,7/2/2021,203
429994611,7/2/2021,862
425721658,7/2/2021,210
426569231,7/2/2021,1622
M4642600264,6/28/2021,1091
M4642600264,6/29/2021,1134
M4642600264,6/30/2021,1128
M4642600264,7/1/2021,1092
M4642600264,7/2/2021,1355
430320465,7/6/2021,295
430404702,7/6/2021,94
429807948,7/6/2021,960
429812592,7/6/2021,2831
429008922,7/6/2021,6066
429008578,7/6/2021,3376
429847594,7/6/2021,2504
428314214,7/6/2021,1473
426300051,7/6/2021,29
429008664,7/6/2021,3378
426140779,7/6/2021,4444
M4641000264,7/6/2021,3463
426569231,7/6/2021,841
430320465,7/7/2021,1836
430404702,7/7/2021,44
429440599,7/7/2021,106
429182900,7/7/2021,2109
430011510,7/7/2021,4409
428314214,7/7/2021,2098
M4641000264,7/7/2021,4698
429807948,7/7/2021,2249
429812592,7/7/2021,3503
426140779,7/7/2021,4685
429847594,7/7/2021,2699
429008922,7/7/2021,693
430320465,7/8/2021,2731
430404702,7/8/2021,46
430256868,7/8/2021,94
427159191,7/8/2021,140
428314214,7/8/2021,2750
M4641000264,7/8/2021,1484
429182900,7/8/2021,3374
429812592,7/8/2021,1049
429440599,7/8/2021,106
426140779,7/8/2021,5330
429807948,7/8/2021,3576
430320465,7/9/2021,3342
430404702,7/9/2021,47
430256180,7/9/2021,189
429474999,7/9/2021,2334
428314214,7/9/2021,2971
427159191,7/9/2021,28
M4641000264,7/9/2021,1517
429182900,7/9/2021,2458
430256868,7/9/2021,68
429440599,7/9/2021,78
429812592,7/9/2021,1232
M4642600264,7/6/2021,1829
426997339,7/12/2021,12
426300051,7/12/2021,31
429929079,7/12/2021,5231
430141800,7/12/2021,3059
430197958,7/12/2021,1382
429808034,7/12/2021,3707
428314214,7/12/2021,2086
426569231,7/12/2021,1468
426140779,7/12/2021,3368
427488356,7/12/2021,64
429167721,7/12/2021,160
M4641000264,7/12/2021,3646
430346953,7/12/2021,2020
427001682,7/13/2021,1822
430256868,7/13/2021,17
429167721,7/13/2021,278
430197958,7/13/2021,2280
426300051,7/13/2021,27
M4641000264,7/13/2021,3629
428314214,7/13/2021,2234
426997339,7/13/2021,2209
429808034,7/13/2021,3086
430141800,7/13/2021,3354
427488356,7/13/2021,85
429929079,7/13/2021,5594
426140779,7/13/2021,834
430346953,7/13/2021,2057
429807948,7/14/2021,2168
430219243,7/14/2021,4072
429996761,7/14/2021,2471
430197958,7/14/2021,2876
M4641000264,7/14/2021,3724
428314214,7/14/2021,2249
427488356,7/14/2021,85
429929079,7/14/2021,993
429167721,7/14/2021,199
426997339,7/14/2021,5873
427001682,7/14/2021,2824
430346953,7/14/2021,2079
428919568,7/14/2021,675
430145928,7/15/2021,1061
429008664,7/15/2021,2520
426673635,7/15/2021,5425
429754026,7/15/2021,742
429994611,7/15/2021,4849
M4641000264,7/15/2021,1370
428314214,7/15/2021,2732
429996761,7/15/2021,5364
430197958,7/15/2021,1839
430219243,7/15/2021,1568
427001682,7/15/2021,2326
430346953,7/15/2021,2421
429008664,7/16/2021,2307
429996761,7/16/2021,1191
430145928,7/16/2021,581
429994611,7/16/2021,3673
430204408,7/19/2021,1678
429996761,7/19/2021,3491
429440599,7/19/2021,70
429325058,7/19/2021,4516
427067429,7/19/2021,2396
429994611,7/19/2021,2661
428314214,7/19/2021,1300
429587057,7/19/2021,292
429849314,7/19/2021,4602
430006479,7/19/2021,466
M4641000264,7/19/2021,2582
429008664,7/19/2021,2830
429808206,7/19/2021,945
429805454,7/19/2021,2259
430197958,7/20/2021,1470
429807948,7/20/2021,787
425963447,7/20/2021,1780
429325101,7/20/2021,5730
430006479,7/20/2021,289
427067429,7/20/2021,3270
M4641000264,7/20/2021,2201
428314214,7/20/2021,1360
429996761,7/20/2021,3411
429808206,7/20/2021,1120
429849314,7/20/2021,3633
429994611,7/20/2021,4610
429440599,7/20/2021,74
429805454,7/20/2021,4054
429929079,7/21/2021,1083
429901258,7/21/2021,4161
430256180,7/21/2021,47
429407145,7/21/2021,48
427067429,7/21/2021,1528
430197958,7/21/2021,1422
429587057,7/21/2021,287
429325101,7/21/2021,6005
M4641000264,7/21/2021,1478
428314214,7/21/2021,1499
429996761,7/21/2021,1480
429994611,7/21/2021,4753
429807948,7/21/2021,1797
430198001,7/21/2021,137
429805454,7/21/2021,6072
427488356,7/22/2021,83
427067429,7/22/2021,2632
430197958,7/22/2021,1856
429587057,7/22/2021,289
429325101,7/22/2021,3004
428314214,7/22/2021,2148
429901258,7/22/2021,4094
429994611,7/22/2021,4366
429929079,7/22/2021,5154
429407145,7/22/2021,76
430256180,7/22/2021,5
429805454,7/22/2021,4285
430198001,7/22/2021,172
430219243,7/23/2021,3884
427001682,7/23/2021,3192
426140779,7/23/2021,5460
